tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.68E+17,neutral,1,,,Southwest,,Tarheelblue07,,0,@SouthwestAir snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night,,17-02-2015 20:13,,Quito
5.68E+17,neutral,0.6514,,0,Southwest,,rgritt,,0,@SouthwestAir I need some help with a reservation,,17-02-2015 20:12,"42.102725,-87.970154",Mountain Time (US & Canada)
5.68E+17,positive,0.6712,,0,Southwest,,Windslid3r,,0,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,,17-02-2015 20:05,,Atlantic Time (Canada)
5.68E+17,positive,1,,,Southwest,,BlueHighwayAdv,,0,@SouthwestAir has the best customer service!,,17-02-2015 19:46,"Raleigh, NC",
5.68E+17,positive,1,,,Southwest,,nicolebass12,,0,"@SouthwestAir big thanks to your team. family emerg, same day ticket, experience was excellent. 1st time flying with yall, not my last!",,17-02-2015 19:36,"Denver, CO",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,brookem,,1,"@SouthwestAir - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto",,17-02-2015 19:21,Dallas,London
5.68E+17,positive,1,,,Southwest,,Laulipop517,,0,@SouthwestAir thanks for your excellent response time and assistance! All set :),,17-02-2015 19:19,,
5.68E+17,positive,1,,,Southwest,,ifucsam,,0,@SouthwestAir can't wait! Thanks for the response!❤️,"[39.73167173, -86.3559619]",17-02-2015 18:58,Indiana,Indiana (East)
5.68E+17,positive,1,,,Southwest,,GUbball05,,0,@SouthwestAir Got it covered. Thanks!,,17-02-2015 18:57,CO to CA,Pacific Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,MikiLuJames,,0,@SouthwestAir thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!,,17-02-2015 18:49,,
5.68E+17,positive,1,,,Southwest,,mrc0421,,0,@SouthwestAir thanks!! We will see what happens!!,"[36.14488928, -86.68739667]",17-02-2015 18:48,,
5.68E+17,neutral,1,,,Southwest,,skibowlruler,,0,"@SouthwestAir can u better define the ""plus one smaller type"" item on carry on requirements?.. small backpacks?",,17-02-2015 18:42,washington,Pacific Time (US & Canada)
5.68E+17,positive,0.6372,,0,Southwest,,life_as_lane,,0,@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!,,17-02-2015 18:38,,Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,feetsanity,,0,@SouthwestAir I'm Flight Booking Problems a flight to Vegas. Any good promo codes??,,17-02-2015 18:36,,Pacific Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,gmckevitt112,,0,@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now,,17-02-2015 18:34,Boston ,
5.68E+17,positive,1,,,Southwest,,dominoeffect01,,0,@SouthwestAir thanks for your assistance..you guys ROCK!!💯,,17-02-2015 18:26,New Orleans/Dallas,Central Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,BmoreSmurf,,0,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!",,17-02-2015 18:19,Most likely Costco,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,kd35ftw1,,0,@SouthwestAir can you outline the policies for both scenarios?,,17-02-2015 18:13,,
5.68E+17,neutral,0.6578,,0,Southwest,,suevannasing,,0,@SouthwestAir who should I contact about a missing Rapid Rewards credit?,,17-02-2015 18:12,"Los Angeles, CA",Pacific Time (US & Canada)
5.68E+17,neutral,0.669,,,Southwest,,da_kr,,0,"@SouthwestAir @travelportland welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk",,17-02-2015 18:10,,Hawaii
5.68E+17,neutral,1,,,Southwest,,benjikuriakose,,0,"@SouthwestAir still haven't been able to get through, thanks for responding",,17-02-2015 17:57,"FL, US of A",Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,geekstiel,,0,@SouthwestAir has the winner for #DestinationDragons been announced yet? If not when will they be??,,17-02-2015 17:51,,Atlantic Time (Canada)
5.68E+17,positive,0.6392,,,Southwest,,craigthall,,0,@SouthwestAir On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me. It looks like we are (finally) all set.,,17-02-2015 17:49,,Eastern Time (US & Canada)
5.68E+17,positive,0.6889,,0,Southwest,,DubCook,,0,"@SouthwestAir Yeah, we figured it out.  Thanks.",,17-02-2015 17:48,"Downtown Dallas, Texas",Central Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,TTpKP12,,0,@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped,,17-02-2015 17:44,,Central Time (US & Canada)
5.68E+17,neutral,0.3654,,0,Southwest,,_MulaZoe,,0,@SouthwestAir  I got rebooked for tomorrow,,17-02-2015 17:40,Classified ✈️✈️✈️,Eastern Time (US & Canada)
5.68E+17,positive,0.6492,,,Southwest,,JavaySharane,,0,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip",,17-02-2015 17:39,Atlanta,
5.68E+17,positive,1,,,Southwest,,1malindac,,0,"@SouthwestAir though I work for another major airline,  I LOVE your Black history month commercial. I Thank you.",,17-02-2015 17:34,,
5.68E+17,positive,1,,,Southwest,,Capt_Smirk,,0,@SouthwestAir Black History Commercial is really sweet. Well done.,,17-02-2015 17:29,La Florida,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,iBHoody,,0,@SouthwestAir much respect!,,17-02-2015 17:21,soundcloud.com/ibhoody ,Central Time (US & Canada)
5.68E+17,neutral,0.7185,,0,Southwest,,sammi_jon3s,,1,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons,,17-02-2015 17:18,,
5.68E+17,positive,1,,,Southwest,,DebMoshier,,0,@SouthwestAir Thank you!  #thankful #feelingtheluv,,17-02-2015 17:18,,
5.68E+17,positive,1,,,Southwest,,beccalauren2011,,0,@SouthwestAir I got it added thank you! :),,17-02-2015 16:38,"SMALL TOWN, USA",Central Time (US & Canada)
5.68E+17,positive,0.6703,,,Southwest,,TJGoertz,,0,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter.",,17-02-2015 16:31,Toronto,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,bobbyjsav,,0,@SouthwestAir thank you :-),,17-02-2015 16:30,,
5.68E+17,neutral,1,,,Southwest,,DontenPhoto,,0,@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d,,17-02-2015 16:20,"Englewood, Florida",Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,JennOlsen7,,0,@SouthwestAir can I use points to book a rental car?,,17-02-2015 15:57,,
5.68E+17,positive,1,,,Southwest,,jonshell,,0,@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU,,17-02-2015 15:49,,
5.68E+17,positive,1,,,Southwest,,TaeMadden,,0,@SouthwestAir I did. Thank you.,,17-02-2015 15:41,I forgot - Earth Maybe??,
5.68E+17,positive,1,,,Southwest,,nmillerche,,0,"Despite Mother Nature's best efforts, @SouthwestAir's good-humored folks got us home safely in an area heavily affected by winter storms.",,17-02-2015 15:39,"Eastern Time, United States",Atlantic Time (Canada)
5.68E+17,neutral,1,,,Southwest,,jjenreich,,0,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!,,17-02-2015 15:35,Fort Lauderdale,Central Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,MeredithAdams23,,0,@SouthwestAir Awesome - thanks!,,17-02-2015 15:34,Dallas,Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,mrc0421,,0,@SouthwestAir think flight 1945 from BNA to LAX will get off the ground tomorrow??? #please #snowbama,"[36.14487986, -86.68740641]",17-02-2015 15:24,,
5.68E+17,positive,1,,,Southwest,,floridacarolina,,0,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!",,17-02-2015 15:23,"Nashville, TN",Central Time (US & Canada)
5.68E+17,positive,0.6927,,,Southwest,,lucky_dawg7,,0,@SouthwestAir All pieces were found and safely delivered to our home this afternoon.,,17-02-2015 15:20,Seattle area,Pacific Time (US & Canada)
5.68E+17,neutral,0.6667,,0,Southwest,,thnk2x,,0,@SouthwestAir I have been in contact and know there are changes but it's a destination you should really evaluate! Thanks,,17-02-2015 15:12,"Do as you wish, with integrity",Pacific Time (US & Canada)
5.68E+17,positive,0.6632,,,Southwest,,pet1713,,0,@SouthwestAir El Paso deals....May❤❤❤😍🌏,"[30.0554953, -95.1659332]",17-02-2015 14:59,Houston TX,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,cjc925,,0,"@SouthwestAir I know it is hard to predict, but how are flights from Dallas to Nashville tomorrow AM?",,17-02-2015 14:47,"ÜT: 35.935585,-86.886267",Eastern Time (US & Canada)
5.68E+17,positive,0.6775,,,Southwest,,andresjuarezlop,,0,@SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.,,17-02-2015 14:44,San Antonio,Central Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,GTCrudeOil,,0,@SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.,"[36.0212589, -86.5447783]",17-02-2015 14:34,,
5.68E+17,neutral,0.6552,,0,Southwest,,ms__amandaaa,,0,@SouthwestAir iiiii need help with my flight schedule!!! haha,,17-02-2015 14:33,on the water☀,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,SimonOh,,0,@SouthwestAir About time...and just in time for my next flight Thursday.,,17-02-2015 14:29,"Campbell, CA",Pacific Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,brentreichert,,0,@SouthwestAir On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?,,17-02-2015 14:22,Boulder,Pacific Time (US & Canada)
5.68E+17,neutral,0.6857,,0,Southwest,,babyluv590,,0,@SouthwestAir we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol 😜✈️,,17-02-2015 14:21,murfreesboro,Pacific Time (US & Canada)
5.68E+17,positive,0.3474,,0,Southwest,,Its_Afton,,0,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️,,17-02-2015 14:18,"Nashville, TN",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,climbforee,,0,@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,"[0.0, 0.0]",17-02-2015 14:04,http://goo.gl/eZTfG,Arizona
5.68E+17,neutral,1,,,Southwest,,livvyports16,,1,@SouthwestAir when will the winners of #DestinationDragons be announced?,,17-02-2015 14:03,,
5.68E+17,positive,1,,,Southwest,,DascenzoFan,,0,@SouthwestAir Awwweesssooomee!,,17-02-2015 14:00,"Tucson, AZ",Arizona
5.68E+17,neutral,0.6684,,,Southwest,,nujoud,,0,"@SouthwestAir You guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end.",,17-02-2015 13:56,,
5.68E+17,neutral,0.7113,,,Southwest,,climbforee,,0,@southwestair TREMENDOUS job. Atlanta Airport saw SW celebrate Mardi Gras. Another reason I'm nuts for you guys! http://t.co/8WBzOrRn3C,"[0.0, 0.0]",17-02-2015 13:53,http://goo.gl/eZTfG,Arizona
5.68E+17,neutral,1,,,Southwest,,Owen091612,,0,@SouthwestAir think you need to follow me for a DM,,17-02-2015 13:49,,
5.68E+17,neutral,0.6289,,0,Southwest,,andresjuarezlop,,0,@SouthwestAir When do you all expect to open the reservation through November?,,17-02-2015 13:47,San Antonio,Central Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,EAdamshick,,0,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10,,17-02-2015 13:43,,
5.68E+17,neutral,0.6392,,0,Southwest,,scatignani,,0,@SouthwestAir When are you going to be flying in and out of Nashville? The Deicer is in. Are you short on planes and is it tomorrow morning?,,17-02-2015 13:43,Nashville Tennessee,Eastern Time (US & Canada)
5.68E+17,positive,0.668,,0,Southwest,,gitmo234,,0,"@SouthwestAir your social media team just said ""sorry"". Thankfully submitting a complaint got resolution from an amazing rep who called.",,17-02-2015 13:41,,Eastern Time (US & Canada)
5.68E+17,neutral,0.6479,,0,Southwest,,scatignani,,0,"@SouthwestAir I'm scheduled to come back tomorrow, finally but I don't know SWA hasn't flown out of @Fly_Nashville yet but @Delta has",,17-02-2015 13:40,Nashville Tennessee,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,Mak3my_Dae,,0,@SouthwestAir knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines,,17-02-2015 13:38,Maryland,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,atxgirlmali,,0,@SouthwestAir can u get me on flt #3768 instead of #2522 rt now,,17-02-2015 13:34,,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,kd35ftw1,,0,"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?",,17-02-2015 13:11,,
5.68E+17,neutral,1,,,Southwest,,JennOlsen7,,0,@SouthwestAir what is DM?,,17-02-2015 13:02,,
5.68E+17,positive,1,,,Southwest,,annapolitx,,0,@SouthwestAir your employees were great!,,17-02-2015 13:02,"Washington, DC",Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,famousswan,,0,@SouthwestAir confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old. please email? jennifer.cascino@gmail.com,,17-02-2015 12:59,,
5.68E+17,positive,0.6957,,0,Southwest,,floridacarolina,,0,"@SouthwestAir thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring",,17-02-2015 12:56,"Nashville, TN",Central Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,andersonmindy,,0,@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,"[38.98057249, -76.73463232]",17-02-2015 12:51,East Coast,Atlantic Time (Canada)
5.68E+17,neutral,1,,,Southwest,,FoxyShred,,0,@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love,,17-02-2015 12:48,dallas tx,
5.68E+17,positive,1,,,Southwest,,ashliewhite,,0,@SouthwestAir JH thank you. I finally got through the second time.,"[35.99558298, -78.89974547]",17-02-2015 12:38,"Durham, NC",Eastern Time (US & Canada)
5.68E+17,positive,0.69,,,Southwest,,Jewelzz_,,0,"@SouthwestAir haha, thanks for the explanation",,17-02-2015 12:33,TX,America/Chicago
5.68E+17,neutral,0.6277,,,Southwest,,elianak27,,1,@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo,,17-02-2015 12:30,,
5.68E+17,neutral,0.3474,,0,Southwest,,DawnElisabeth16,,0,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",,17-02-2015 12:24,"Nashville, TN",Central Time (US & Canada)
5.68E+17,positive,0.6957,,,Southwest,,Shadowjin12,,0,"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps",,17-02-2015 12:17,,
5.68E+17,neutral,1,,,Southwest,,bendayhoe,,0,@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?,,17-02-2015 12:17,"Santa Ana, California",Pacific Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,DurkDiggler8810,,0,@SouthwestAir @TomVH just get the RR credit card and get the points of family that way,,17-02-2015 12:11,KCMO,Central Time (US & Canada)
5.68E+17,positive,0.6781,,,Southwest,,bradykent,,0,@SouthwestAir Sent. Thanks VP!,,17-02-2015 12:09,"Nashville, TN",Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,Jewelzz_,,0,@SouthwestAir what does TSA Pre on my boarding pass mean? http://t.co/0HmmQCzkCf,,17-02-2015 12:08,TX,America/Chicago
5.68E+17,neutral,0.6523,,,Southwest,,VahidESQ,,0,"@SouthwestAir haha...yeah i did, just making a joke",,17-02-2015 12:00,"Los Angeles, CA",Pacific Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,PRobino,,0,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,,17-02-2015 11:55,,
5.68E+17,positive,1,,,Southwest,,smckenna719,,0,@SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!,,17-02-2015 11:54,Washington DC,
5.68E+17,neutral,0.3474,,0,Southwest,,DebMoshier,,0,@SouthwestAir Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated.,,17-02-2015 11:52,,
5.68E+17,positive,1,,,Southwest,,MatthewJLeBlanc,,0,@SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :),,17-02-2015 11:51,"Nashville, TN",Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,KentScheidegger,,0,"@SouthwestAir Is there any way to add a Known Traveler Number to an existing reservation online?  If not, why not?",,17-02-2015 11:51,,
5.68E+17,neutral,1,,,Southwest,,simply_unique11,,0,@SouthwestAir needs to offer a college student discount so i can fly home 😭😭,,17-02-2015 11:50,,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,patpohler,,0,@SouthwestAir thanks I think we've got it figured out,,17-02-2015 11:47,"Columbus, OH",Quito
5.68E+17,neutral,0.6657,,,Southwest,,famousswan,,0,@SouthwestAir from LGA to San Diego,,17-02-2015 11:43,,
5.68E+17,positive,0.657,,,Southwest,,famousswan,,0,"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?",,17-02-2015 11:39,,
5.68E+17,neutral,0.6434,,,Southwest,,bebeabramson,,1,"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. 😄 (right, @annebevi @PaulBev1  @MikeAbramson??)",,17-02-2015 11:37,,Central Time (US & Canada)
5.68E+17,neutral,0.6591,,,Southwest,,TomVH,,0,@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?,,17-02-2015 11:36,Michigan,Eastern Time (US & Canada)
5.68E+17,neutral,0.6559,,0,Southwest,,Gomeziz,,0,"@SouthwestAir  Tried to DM you, it won't let me as it says you are not following me.",,17-02-2015 11:32,"Austin, TX",Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,realMattHolt,,0,@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,,17-02-2015 11:27,nyc/nashville/san diego,Eastern Time (US & Canada)
5.68E+17,positive,0.6895,,,Southwest,,joshgrider,,0,@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!,,17-02-2015 11:26,"New Braunfels, TX",Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,RBrandtPhoto,,0,@SouthwestAir Just sent you a DM with the details.,,17-02-2015 11:24,,
5.68E+17,neutral,0.6689,,,Southwest,,fleur_de_chic,,0,"@SouthwestAir just did, thank you",,17-02-2015 11:18,212 by way of the 504.,
5.68E+17,positive,1,,,Southwest,,DebMannRN,,0,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",,17-02-2015 11:14,Indy,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,laura_ying,,0,@SouthwestAir finally got through. Thanks!,,17-02-2015 11:06,"Houston, Texas",
5.68E+17,positive,0.6525,,0,Southwest,,mrs_laurelanne,,0,"@SouthwestAir thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though.",,17-02-2015 11:01,,
5.68E+17,positive,1,,,Southwest,,colorsflashing6,,0,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,,17-02-2015 10:51,"Nashville, TN",Eastern Time (US & Canada)
5.68E+17,neutral,0.6526,,0,Southwest,,stephwalker78,,0,@SouthwestAir RDU flights expected to be ok this afternoon and tonight?,,17-02-2015 10:51,Southern Virginia!!!!!!,
5.68E+17,neutral,0.6662,,0,Southwest,,maitlande,,0,@SouthwestAir I absolutely will. Where can I send it?,,17-02-2015 10:36,"Boston, MA",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,Masterpeacefull,,0,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,,17-02-2015 10:36,,Central Time (US & Canada)
5.68E+17,neutral,0.6953,,,Southwest,,Michael_Stirrat,,0,@SouthwestAir Happily! But you need to follow me in order for me to DM you,,17-02-2015 10:34,"ÜT: 32.259172,-110.788252",Arizona
5.68E+17,positive,0.65,,,Southwest,,mrshossruns,,0,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,,17-02-2015 10:31,,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,StarkTTT,,0,@SouthwestAir yes. Thank you. Oct 25-oct 31,,17-02-2015 10:20,Château d'If,Central Time (US & Canada)
5.68E+17,neutral,0.6513,,,Southwest,,JosephGruber,,0,@SouthwestAir Already rebooked for tomorrow. Fingers crossed!,,17-02-2015 10:18,"Arlington, VA",Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,deantak,,0,@SouthwestAir followed.,,17-02-2015 10:15,Silicon Valley,Pacific Time (US & Canada)
5.68E+17,neutral,0.6534,,0,Southwest,,RBrandtPhoto,,0,@SouthwestAir or you could send me a DM.,,17-02-2015 10:12,,
5.68E+17,neutral,0.6606,,0,Southwest,,RBrandtPhoto,,0,@SouthwestAir I am following you now. I don't think I can DM until you follow me.,,17-02-2015 10:12,,
5.68E+17,positive,1,,,Southwest,,GameDaySweetie,,0,@SouthwestAir always when I fly SW. #loyalRRmember,,17-02-2015 10:04,"Nashville, TN",
5.68E+17,positive,0.6923,,0,Southwest,,GameDaySweetie,,0,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",,17-02-2015 10:02,"Nashville, TN",
5.68E+17,positive,1,,,Southwest,,DustinSoper,,0,@SouthwestAir Thanks a ton!,,17-02-2015 09:57,"Nashville, TN",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,PaytonTaylor129,,1,@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,,17-02-2015 09:55,"Nashville, TN",Quito
5.68E+17,neutral,0.6775,,,Southwest,,DustinSoper,,0,"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!",,17-02-2015 09:50,"Nashville, TN",Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,XTREMELYSERIOUS,,0,@SouthwestAir @NotPghTimothy no exceptions for national awards?,,17-02-2015 09:45,Pittsburgh PA,Quito
5.68E+17,neutral,0.7067,,0,Southwest,,taesaunt24,,0,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,,17-02-2015 09:45,,Central Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,MzQdotFore,,0,@SouthwestAir is having a sale! I'm delighted!,,17-02-2015 09:43,"Minneapolis, Minnesota ",Mountain Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,asepopo,,0,@SouthwestAir about time! Thank you!,,17-02-2015 09:43,,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,harrngtn,,0,@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.,,17-02-2015 09:40,"Austin, TX",Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,aaronkivett,,0,@SouthwestAir @gruber Finally.,,17-02-2015 09:39,"Overland Park, KS",
5.68E+17,positive,0.6596,,0,Southwest,,joepalko,,0,@SouthwestAir you guys are awesome... #dontchangeathing #luv,,17-02-2015 09:38,"Delray Beach, FL",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,Bkloomer,,0,@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,,17-02-2015 09:38,,Central Time (US & Canada)
5.68E+17,neutral,1,,,Southwest,,DaxJeter,,0,@SouthwestAir the 5:50 is sold out too?,,17-02-2015 09:36,"Nashville,TN",
5.68E+17,neutral,0.6527,,0,Southwest,,DaxJeter,,0,@SouthwestAir myself and 2 others,,17-02-2015 09:33,"Nashville,TN",
5.68E+17,neutral,1,,,Southwest,,AirTraffic101,,0,@SouthwestAir landing early morning @BWI_Airport after snowfall. http://t.co/apRZsPxigE,,17-02-2015 09:30,"Ellicott City, Maryland",Eastern Time (US & Canada)
5.68E+17,positive,0.6606,,,Southwest,,StarkTTT,,0,@SouthwestAir and thanks!,,17-02-2015 09:29,Château d'If,Central Time (US & Canada)
5.68E+17,neutral,0.6619,,0,Southwest,,StarkTTT,,0,@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October,,17-02-2015 09:29,Château d'If,Central Time (US & Canada)
5.68E+17,positive,0.6838,,0,Southwest,,kforbriger,,0,"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",,17-02-2015 09:29,Philly,Eastern Time (US & Canada)
5.68E+17,neutral,0.6617,,,Southwest,,JimmyCarrigan85,,0,"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",,17-02-2015 09:29,"Chicago, IL",
5.68E+17,neutral,1,,,Southwest,,DaxJeter,,0,@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available,,17-02-2015 09:28,"Nashville,TN",
5.68E+17,neutral,0.6732,,,Southwest,,KatieAmmon,,0,@SouthwestAir F5R3ZZ,,17-02-2015 09:23,,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,andicrawford,,0,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.,,17-02-2015 09:22,Michigan,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,chaseagiles,,0,@SouthwestAir Great job with the Passbook integration! It’ll really help streamline the commute to San Fran! 😊☕📲✈,"[0.0, 0.0]",17-02-2015 09:21,"Midvale, UT",Mountain Time (US & Canada)
5.68E+17,positive,1,,,Southwest,,MrDavidLombardi,,0,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,,17-02-2015 09:16,AZ - USA,Arizona
5.68E+17,neutral,1,,,Southwest,,laurenproberts,,0,@SouthwestAir - any update on flights in to BNA today?,,17-02-2015 09:15,"Nashville, TN",
5.68E+17,neutral,0.3474,,0,Southwest,,joepalko,,0,@SouthwestAir damn weather messing up everything #serenitynow,,17-02-2015 09:15,"Delray Beach, FL",Eastern Time (US & Canada)
5.68E+17,neutral,0.6354,,0,Southwest,,JasenVinlove,,0,@SouthwestAir could you tell me if any upgrades are available on a flight out of STL tomorrow morning.,,17-02-2015 09:15,St. Louis,Central Time (US & Canada)
5.68E+17,neutral,0.6785,,,Southwest,,challemann,,0,"@SouthwestAir Got it, thanks. Any insight into what will happen tomorrow?",,17-02-2015 09:08,New York,Eastern Time (US & Canada)
